gvkey,datadate,conm,tic,cusip,dldte,dlrsn
166231,2010/1/4,CANADIAN INCOME MGMT TRUST,CNM.UN,13607T205,2012/9/4,3
166622,2010/1/4,NORTHSTAR NEUROSCIENCE INC,NSTR,66704V101,2012/8/21,3
14738,2010/1/4,MALAYSIA FUND,MAY,560905101,2012/8/20,3
20302,2010/1/4,CHAI NA TA CORP,CCCFF.,15745J205,2012/8/3,3
184669,2010/4/14,INDEXIQ SOUTH KOREA SMALL CP,SKOR.1,45409B768,2012/8/2,3
138468,2010/1/4,LIFECO SPLIT CORP INC,LSC.3,53218Q109,2012/7/31,3
152794,2010/1/4,SKYLON GLBL CAP YIELD TR II,SPO.UN,83085F100,2012/7/26,3
140904,2010/1/4,EVERGREEN SOLAR INC,ESLRQ,30033R306,2012/7/19,3
28329,2010/1/4,BLACKROCK NJ INV QLTY MUN TR,RNJ,09247C107,2012/7/12,3
28330,2010/1/4,BLACKROCK NY INV QLTY MUN TR,RNY,9.25E+106,2012/7/12,3
163621,2010/1/4,NUVEEN TAX-ADVANTGD FLTG RT,JFP,6706EV102,2012/6/25,3
28328,2010/1/4,BLACKROCK INVESTMT QLTY MUN,RFA,09247B109,2012/6/13,3
66045,2010/1/4,GARNEAU INC,GAR.H,365900109,2012/5/29,3
105850,2010/1/4,CERTIFIED DIABETIC SRVCS INC,CDIPQ,157012105,2012/5/18,3
140958,2010/1/4,MONUMENT RESOURCES INC,MNMN,615314101,2012/5/10,3
30233,2010/1/4,IBIS TECHNOLOGY CORP,IBIS,450909106,2012/5/4,3
184164,2010/1/20,ALPS JEFF TR/J WILDCATTERS,WCAT.2,00162Q809,2012/4/30,3
117218,2010/1/4,EOS PREFERRED CORP,EOSPN,26878J201,2012/4/20,3
155282,2010/1/4,FIRST CMNTY BK CORP AMER,FCFL,3.20E+206,2012/4/9,3
176269,2010/1/4,BELLAMONT EXPLORATION LTD,BMX.A,78307105,2012/3/28,3
174943,2010/1/4,CURRENCYSHARES MEXICAN PESO,FXM,23130H107,2012/3/26,3
175584,2010/1/4,GUGGENHEIM SECTOR ROTATN ETF,XRO,18383M407,2012/3/26,3
176285,2010/1/4,GUGGENHEIM OCEAN TOMO PT ETF,OTP,18383M704,2012/3/26,3
176838,2010/1/4,GUGGENHEIM EW EURO-PAC LDRS,EEN,18383Q101,2012/3/26,3
177081,2010/1/4,GUGGENHEIM OCEAN TOMO GRWTH,OTR,18383M779,2012/3/26,3
177085,2010/1/4,GUGGENHEIM INTL SM CAP LDRS,XGC,18383M811,2012/3/26,3
180792,2010/1/4,CURRENCYSHARES RUSSIAN RUBLE,FXRU,23130M106,2012/3/26,3
16684,2010/1/4,BANKUNITED FINANCIAL CORP,BKUNQ,06652B103,2012/3/13,3
176145,2010/1/4,COVENTREE INC,COF.H,22284R101,2012/2/15,3
106501,2010/1/4,FMI HOLDINGS LTD,FMTIF,30252D103,2012/2/1,3
31574,2010/1/4,MACC PRIVATE EQUITIES INC,MACC.,552617102,2012/1/20,3
130581,2010/1/4,FIDELITY PARTNERSHIP 1996 UN,FZP.UN,31634N108,2012/1/5,3
18569,2010/1/4,IFL INVESTMENT FOUNDATN CDA,IF.,449504307,2012/1/3,3
184907,2010/5/19,IQ TAIWAN SMALL CAP ETF,TWON,45409B750,2011/12/27,3
183751,2010/1/4,ALPS TR/J CRB GBL AGRICULTR,CRBA,00162Q403,2011/12/23,3
183752,2010/1/4,ALPS TR/J CRB GBL IND METALS,CRBI,00162Q601,2011/12/23,3
11907,2010/1/4,DPAC TECHNOLOGIES CORP,DPAC,233269109,2011/11/7,3
30317,2010/1/4,SOUTHERN WEBBING MILLS INC,SOUM.,844113100,2011/10/31,3
64761,2010/1/4,FIRST CAROLINA INVESTORS,3FCAR,319420105,2011/10/25,3
183380,2010/1/4,SEAHAWK DRILLING INC,HAWKQ,81201R107,2011/10/7,3
179828,2010/1/4,POWERSHARES ACTIVE ALPHAQ FD,PQY,73935B102,2011/10/3,3
179829,2010/1/4,POWERSHARES ACTIVE ALPHA MLT,PQZ,73935B201,2011/10/3,3
184636,2010/4/9,JETS CONTRARIAN OPPOR IDX FD,JCO.1,471892208,2011/9/30,3
166603,2010/1/4,DEANS KNIGHT INCOME & GRO FD,DKI.UN,242414100,2011/9/27,3
13169,2010/1/4,ALLIED DEFENSE GROUP INC,ADGI.3,19118108,2011/9/2,3
14767,2010/1/4,IBERO-AMERICA FUND INC,SNF,45082X103,2011/9/1,3
183989,2010/1/4,EXCHANGE TRADED CONCEPTS TR,FOC,30605Q306,2011/9/1,3
148149,2010/1/4,HEALTHETECH INC,HETC,422210302,2011/8/30,3
108111,2010/1/4,TNFG CORP,TNFG,872606108,2011/8/19,3
122315,2010/1/4,BIOPURE CORP,BPURQ,09065H402,2011/7/18,3
183986,2010/1/4,FAITHSHS CATHOLIC VALUES FD,FCV,30605Q207,2011/7/18,3
183990,2010/1/4,FAITHSHS METHODIST VALUES FD,FMV,30605Q504,2011/7/18,3
184027,2010/1/4,FAITHSHS BAPTIST VALUES FD,FZB,30605Q108,2011/7/18,3
184028,2010/1/4,FAITHSHS LUTHERAN VALUES FD,FKL,30605Q405,2011/7/18,3
151078,2010/1/4,BANK OF FLORIDA CORP,BOFLQ,62128103,2011/7/1,3
61631,2010/1/4,ASI LIQUIDATING CORP,ASIL,00210S104,2011/6/29,3
66406,2010/1/4,FANTATECH INC,FNTN,30729M207,2011/6/29,3
160608,2010/1/4,AIC GLOBAL FINL SPLIT CORP,ASC.2,00133Q102,2011/6/1,3
2916,2010/1/4,CHAMPION ENTERPRISES INC,CJHBQ,158496109,2011/5/27,3
4477,2010/1/4,CONVERA CORP,CNVR.,211919105,2011/5/9,3
2982,2010/1/4,CHESAPEAKE CORP,CSKEQ,165159104,2011/4/18,3
28716,2010/1/4,BERKELEY TECHNOLOGY LTD,BKLYY,08437M107,2011/3/10,3
12108,2010/1/4,ADVANTA CORP  -CL B,ADVNQ,7942105,2011/3/8,3
12122,2010/1/4,GOTTSCHALKS INC,GOTTQ,383485109,2011/3/2,3
174934,2010/1/4,QNECTIVE INC,QNTV,74732G104,2011/2/22,3
164402,2010/1/4,IMPATH LIQUIDATING TRUST,IBLTZ,45256P100,2011/2/11,3
132701,2010/1/4,JANNOCK PROPERTIES LTD,JPL.U,470890203,2011/2/2,3
61988,2010/1/4,REMEC INC,3REMC,759543200,2011/1/3,3
165635,2010/1/4,STALLION GROUP,SLGR.,852590207,2010/12/31,3
66185,2010/1/4,COLUMBIA BANCORP/OR,CBBO,197231103,2010/12/28,3
148235,2010/1/4,ONB CAPITAL TRUST II,ONB.PB,67087Y209,2010/12/15,3
156174,2010/1/4,LINCOLN NATIONAL CAPITAL VI,LNC.PF,53404M201,2010/12/15,3
165689,2010/1/4,POWERSHARES DYN TELE & WLS,PTE.1,73935X765,2010/12/15,3
166144,2010/1/4,POWERSHARES ZACKS SMALL CAP,PZJ,73935X674,2010/12/15,3
175694,2010/1/4,POWERSHARES DYNM HLTHCR SVCS,PTJ,73935X328,2010/12/15,3
177750,2010/1/4,POWERSHARES FTSE RAFI EUROPE,PEF,73936T755,2010/12/15,3
177751,2010/1/4,POWERSHARES FTSE RAFI JAPAN,PJO,73936T698,2010/12/15,3
179287,2010/1/4,POWERSHARES NASDAQ-100 BUYWT,PQBW,73936G100,2010/12/15,3
179773,2010/1/4,POWERSHARES NXQ PORTFOLIO,PNXQ,73935X120,2010/12/15,3
179774,2010/1/4,POWERSHARES FTSE NASDAQ SMCP,PQSC,73935X138,2010/12/15,3
180841,2010/1/4,POWERSHARES II GLOBAL BIOTEC,PBTQ,73936Q801,2010/12/15,3
180845,2010/1/4,POWERSHARES II PROG TRANSN,PTRP,73936Q850,2010/12/15,3
183970,2010/1/4,BANK OF AMER SPX STARS,SFH,06052E558,2010/12/6,3
14996,2010/1/4,MESA OFFSHORE TRUST,3MOSH,590650107,2010/12/2,3
28691,2010/1/4,ALLEGRO BIODIESEL CORP,ABDS,17486101,2010/12/2,3
184372,2010/2/25,DIREXION DAILY 2-YR TREAS BU,TWOL,25459W615,2010/12/1,3
184373,2010/2/25,DIREXION DAILY 2-YR TREAS BE,TWOZ,25459W599,2010/12/1,3
183003,2010/1/4,BANK OF AMER CAPD LIRN SP500,CEZ.1,60900404,2010/11/29,3
183018,2010/1/4,JPMORGAN CHASE BUF NTS 500,BJG,46625H316,2010/11/24,3
183749,2010/1/4,CITIGROUP ELKS WELLS FARGO,ESK.4,17313T276,2010/11/24,3
183750,2010/1/4,CITIGROUP ELKS SCHLUMBERGER,EVD,17313T268,2010/11/24,3
176804,2010/1/4,SAFETY FIRST TR SER 2007-1,AZP,78647P208,2010/11/22,3
216330,2010/1/4,MYLAN INC PFD A,MYLNP,628530206,2010/11/17,3
28168,2010/1/4,WILLIAMS COAL SEAM RYL TRUST,WTU,969450105,2010/11/16,3
165467,2010/1/4,AUEX VENTURES INC,AUXVF,51036101,2010/11/8,3
147709,2010/1/4,MULVIHILL PRO-AMS RSP SPLIT,SPL.A,625793104,2010/11/1,3
216318,2010/1/4,MORGAN STAN 1 CAP PROT NTS,MST.2,61746Y478,2010/11/1,3
24727,2010/1/4,CANWEST GLOBAL COM  -NVTG,CGS.Z,13899Z919,2010/10/28,3
183988,2010/1/4,GLOBALSHARES FTSE EMG MKT FD,GSR.1,68003W202,2010/10/6,3
184299,2010/2/11,GLOBALSHARES FTSE DEV EX US,GSD.3,68003W509,2010/10/6,3
184610,2010/4/6,GLOBALSHRS FTSE ALL-WORLD FD,GSW,68003W103,2010/10/6,3
184611,2010/4/6,GLOBALSHRS ALLCAP ASIA EXJPN,GSZ,68003W301,2010/10/6,3
184612,2010/4/6,GLOBALSHRS ALL-WORLD EX US,GSO,68003W400,2010/10/6,3
156517,2010/1/4,FIRST TRUST/FOUR CORNERS SR,FCM,33733Q107,2010/10/1,3
125315,2010/1/4,NEXCEN BRANDS INC,NEXC,653351106,2010/9/27,3
183774,2010/1/4,OOK INC ETF,OOK,6.71E+106,2010/9/27,3
183800,2010/1/4,TXF LARGE COMPANIES ETF,TXF,87311V201,2010/9/27,3
28331,2010/1/4,BLACKROCK CA INV QLTY MUN TR,RAA.1,09247U107,2010/9/13,3
177783,2010/1/4,CLAYMORE/BEACON GLB EXCH ETF,EXB,18383Q309,2010/9/13,3
177897,2010/1/4,CLAYMORE/ZACKS COUNTRY ROTAT,CRO,18383Q705,2010/9/13,3
178026,2010/1/4,CLAYMORE/ROBB REPORT GLOBAL,ROB,18383Q887,2010/9/13,3
178692,2010/1/4,CLAYMORE/ZACKS DIVIDEND ROTN,IRO,18383M670,2010/9/13,3
154794,2010/1/4,OIL SANDS SPLIT TRUST,OST.Z.,67788Q307,2010/9/10,3
105343,2010/1/4,AMALGAMATED INCOME LP,AI.U,22915201,2010/9/1,3
183653,2010/1/4,GRAIL ADVISORS RP TECH ETF,RPQ,384742508,2010/8/30,3
183654,2010/1/4,GRAIL ADVISORS  RP FINLS ETF,RFF,384742607,2010/8/30,3
180543,2010/1/4,NORTH ASIA INVESTMENT CORP,NHR,G66202105,2010/8/18,3
165438,2010/1/4,EVERGREEN INT BALNCD INCM FD,EBI.2,30024R109,2010/8/17,3
62170,2010/1/4,NEOSE TECHNOLOGIES INC,NTEC.1,640522108,2010/6/17,3
151165,2010/1/4,DWS RREEF REAL ESTATE FUND,SRQ,233384106,2010/6/14,3
155939,2010/1/4,DWS RREEF REAL ESTATE FD II,SRO,23338X102,2010/6/14,3
164143,2010/1/4,SMALL CAP PREM & DIV INCM FD,RCC.3,83165P101,2010/5/24,3
165226,2010/1/4,ENHANCED S&P500 COVERED CALL,BEO,29332W107,2010/5/24,3
178817,2010/1/4,RYDEX INVERSE 2X S&P MIDCAP,RMS,78355W734,2010/5/24,3
178819,2010/1/4,RYDEX 2X RUSSELL 2000 ETF,RRY,78355W726,2010/5/24,3
178820,2010/1/4,RYDEX 2X S&P MIDCAP 400 ETF,RMM.1,78355W759,2010/5/24,3
178821,2010/1/4,RYDEX INVERSE 2X RUSSELL 200,RRZ,78355W692,2010/5/24,3
180211,2010/1/4,RYDEX INVERSE 2X S&P SEL ETF,RHO,78355W619,2010/5/24,3
180212,2010/1/4,RYDEX 2X S&P SEL SEC HTL ETF,RHM,78355W627,2010/5/24,3
180213,2010/1/4,RYDEX INVERSE 2X S&P TCH ETF,RTW.1,78355W635,2010/5/24,3
180214,2010/1/4,RYDEX 2X S&P SEL TECH ETF,RTG,78355W643,2010/5/24,3
180216,2010/1/4,RYDEX INVERSE 2X S&P FIN ETF,RFN,78355W650,2010/5/24,3
180217,2010/1/4,RYDEX 2X S&P FIN ETF,RFL.1,78355W668,2010/5/24,3
180218,2010/1/4,RYDEX INVERSE 2X S&P ERG ETF,REC.1,78355W676,2010/5/24,3
180219,2010/1/4,RYDEX 2X S&P ERG ETF,REA,78355W684,2010/5/24,3
25359,2010/1/4,NYER MEDICAL GROUP INC,NYER,670711100,2010/5/21,3
14808,2010/1/4,CONCORD CAMERA CORP,LENS.1,206156200,2010/5/19,3
25883,2010/1/4,INVESTMENT GRADE MUN INCM FD,PPM.1,461368102,2010/5/6,3
180714,2010/1/4,CLAYMORE/DELTA GLOBAL SHIPG,SEA.3,18383Q820,2010/4/28,3
164058,2010/1/4,EDDIE BAUER HOLDINGS INC,EBHIQ,71625107,2010/4/8,3
174839,2010/1/4,WISDOMTREE EUROPE TTL DIVDND,DEB,97717W885,2010/3/25,3
175710,2010/1/4,WISDOMTREE INTL COMMUN SECT,DGG,97717W745,2010/3/25,3
175711,2010/1/4,WISDOMTREE INTL CONSMR DISCR,DPC,97717W737,2010/3/25,3
175712,2010/1/4,WISDOMTREE INTL CONS NON-CYC,DPN,97717W729,2010/3/25,3
175714,2010/1/4,WISDOMTREE INTL FINL SECTOR,DRF,97717W695,2010/3/25,3
175715,2010/1/4,WISDOMTREE INTL HEALTH CARE,DBR,97717W687,2010/3/25,3
175716,2010/1/4,WISDOMTREE INTL INDUSTL SECT,DDI.1,97717W679,2010/3/25,3
175717,2010/1/4,WISDOMTREE INTL TECH SECTOR,DBT,97717W661,2010/3/25,3
176797,2010/1/4,WISDOMTREE EARNINGS TOP 100,EEZ,97717W554,2010/3/25,3
180113,2010/1/4,WISDOMTREE US SH-TERM GOV FD,USY,97717W273,2010/3/25,3
166560,2010/1/4,ENERGY INFRASTRUCTURE ACQSTN,EIIN,29269P109,2010/3/3,3
25528,2010/1/4,FIRST FED BANKSHARES INC,FFSX,32020V100,2010/2/19,3
176085,2010/1/4,CHINA BIO-IMMUNITY CORP,CHHB,16943X202,2010/2/18,3
179256,2010/1/4,ATLAS ACQUISITION HOLDINGS,AXG.3,49162100,2010/2/16,3
4496,2010/1/4,TXCO RESOURCES INC,TXCOQ,87311M102,2010/2/12,3
21763,2010/1/4,THREE-FIVE SYSTEMS INC,TFSIQ,88554L108,2010/2/12,3
163613,2010/1/4,S&P 500 COVERED CALL FUND,BEP.3,78381P109,2010/2/10,3
179305,2010/1/4,OVERTURE ACQUISITION CORP,NLX,G6830P100,2010/2/2,3
179257,2010/1/4,TRIAN ACQUISITION I CORP,TUX,8.96E+112,2010/1/25,3
179281,2010/1/4,SAPPHIRE INDUSTRIALS CORP,FYR,80306T109,2010/1/20,3
179254,2010/1/4,SPORTS PROPERTIES ACQ CORP,HMR.1,84920F107,2010/1/19,3
178806,2010/1/4,LL FLOORING HOLDINGS INC,LLFLQ,55003T107,2024/12/23,2
165051,2010/1/4,SUNPOWER CORP,SPWRQ,867652406,2024/11/15,2
137861,2010/1/4,AIRSPAN NETWORKS HOLDINGS IN,MIMOQ,00951K104,2024/10/14,2
117902,2010/1/4,AUDACY INC,AUDAQ,05070N202,2024/10/1,2
9155,2010/1/4,RITE AID CORP,RADCQ,767754872,2024/9/3,2
13480,2010/1/4,EBIX INC,EBIXQ,278715206,2024/9/2,2
27760,2010/1/4,BOWFLEX INC,BFXXQ,63910B102,2024/8/26,2
156617,2010/1/4,ACORDA THERAPEUTICS INC,ACORQ,00484M700,2024/8/22,2
2615,2010/1/4,CALAMP CORP,CAMPQ,128126208,2024/8/1,2
8457,2010/1/4,PENNSYLVANIA RE INVS TRUST,PRETQ,709102800,2024/4/2,2
65675,2010/1/4,ORBITAL INFRAS GROUP INC,OIGBQ,68559A208,2023/12/8,2
138707,2010/1/4,SURGALIGN HOLDINGS INC,SRGAQ,86882C204,2023/10/3,2
284533,2010/3/2,CINEWORLD GROUP,CNWGQ,17248A103,2023/8/1,2
22632,2010/1/4,LANNETT CO INC,LCINQ,516012200,2023/6/20,2
6158,2010/1/4,INVACARE CORP,IVCRQ,461203101,2023/5/5,2
62290,2010/1/4,REVLON INC  -CL A,REVRQ,761525609,2023/5/2,2
6307,2010/1/4,SEARS HOLDINGS CORP,SHLDQ,812350106,2022/11/1,2
108348,2010/1/4,PARETEUM CORP,TEUM,69946T207,2022/10/24,2
23810,2010/1/4,ION GEOPHYSICAL CORP,IOGPQ,462044207,2022/9/13,2
137024,2010/1/4,BASIC ENERGY SERVICES INC,BAS.1,06985P100,2022/8/29,2
23577,2010/1/4,TANDY BRANDS ACCESSORIES INC,TBACQ,875378101,2021/3/23,2
30007,2010/1/4,VIVUS INC,VVUSQ,928551308,2020/12/19,2
14304,2010/1/4,AKORN OPERATING COMPANY LLC,AKRXQ,9728106,2020/10/5,2
124358,2010/1/4,INTERNAP CORP,INAPQ,45885A409,2020/5/11,2
66281,2010/1/4,RAIT FINANCIAL TRUST,RASFQ,749227864,2020/3/30,2
163887,2010/1/4,ORCHIDS PAPER PRODUCTS,TISUQ,68572N104,2020/3/2,2
180635,2010/1/4,CLOUD PEAK ENERGY INC,CLDPQ,18911Q102,2019/12/18,2
166436,2010/1/4,LEGACY RESERVES INC,LGCYQ,524706108,2019/12/13,2
178089,2010/1/4,POINT.360,PTSXQ,730507100,2019/7/22,2
184487,2010/3/10,PERNIX THERAPEUTICS HOLDINGS,PTXTQ,71426V306,2019/6/25,2
162941,2010/1/4,TRIANGLE PETROLEUM CORP,TPLMQ,89600B201,2019/6/24,2
140672,2010/1/4,ARALEZ PHARMACEUTICALS INC,ARLZQ,03852X100,2019/5/20,2
6349,2010/1/4,KATY INDUSTRIES INC,KATYQ,486026107,2019/5/8,2
175064,2010/1/4,SYNERGY PHARMACEUTICALS INC,SGYPQ,871639308,2019/5/2,2
165642,2010/1/4,AEGEAN MARINE PETROLM NETWK,ANWWQ,Y0017S102,2019/4/4,2
160852,2010/1/4,WORTHINGTON ENERGY INC,WGASQ,98180T300,2019/3/26,2
184227,2010/2/26,ACTIVECARE INC,ACARQ,5057302,2019/3/26,2
24717,2010/1/4,E DIGITAL CORP,EDIG,26841Y103,2019/3/21,2
127484,2010/1/4,ORION HEALTHCORP INC,ORNHQ,68627W109,2019/3/11,2
5697,2010/1/4,HOOPER HOLMES INC,HPHWQ,439104209,2019/2/14,2
25874,2010/1/4,PETROQUEST ENERGY INC,PQUEQ,716748306,2019/2/11,2
11361,2010/1/4,AG&E HOLDINGS INC,AGNUQ,00108M102,2019/2/4,2
165943,2010/1/4,DEXTERA SURGICAL INC,DXTRQ,252366109,2018/11/30,2
185003,2010/5/21,QUADRANT 4 SYSTEMS CORP,QFORQ,74735A104,2018/9/14,2
22949,2010/1/4,OAKRIDGE HOLDINGS INC,OKRGQ,673836102,2018/8/9,2
65484,2010/1/4,WALKING CO HOLDINGS INC,WALKQ,932036106,2018/7/2,2
23898,2010/1/4,RENTECH INC,RTKHQ,760112201,2018/4/18,2
184040,2010/1/4,COBALT INTL ENERGY INC,CIEIQ,19075F304,2018/4/11,2
176873,2010/1/4,RAND LOGISTICS INC,RLOGQ,752182105,2018/3/2,2
162857,2010/1/4,ICPW LIQUIDATION CORPORATION,ICPWQ,44932Q103,2018/2/28,2
254399,2010/2/16,UNILIFE CORP,UNISQ,9.05E+305,2018/1/2,2
117115,2010/1/4,US DATAWORKS INC,UDWKQ,91729G509,2017/12/13,2
61312,2010/1/4,CECIL BANCORP INC,CECBQ,149841108,2017/10/27,2
162699,2010/1/4,FOUNDATION HEALTHCARE INC,FDNHQ,350405205,2017/10/19,2
183421,2010/1/4,PERFUMANIA HOLDINGS INC,PERFQ,71376C100,2017/10/11,2
6115,2010/1/4,INTL SHIPHOLDING CORP,ISHCQ,460321201,2017/7/5,2
118795,2010/1/4,QUICKSILVER RESOURCES INC,KWKAQ,74837R104,2016/9/1,2
111631,2010/1/4,DEX MEDIA INC,RHDCQ,74955W307,2016/8/1,2
162448,2010/1/4,ALPHA NATURAL RESOURCES INC,ANRZQ,02076X102,2016/7/28,2
12801,2010/1/4,AXION INTL HOLDINGS INC,AXIHQ,05462D101,2016/6/10,2
106693,2010/2/2,AMERICAN NATURAL ENERGY CP,ANECQ,02860R204,2016/5/10,2
12744,2010/1/4,BOOMERANG SYSTEMS INC,BMERQ,09858M204,2016/4/4,2
160838,2010/1/4,JAMES RIVER COAL CO,JRCCQ,470355207,2016/3/23,2
133166,2010/1/4,CUBIC ENERGY INC,CBNRQ,229675103,2016/3/1,2
184069,2010/1/4,XINERGY LTD,XRG.,98417U104,2016/2/18,2
12868,2010/1/4,QUIKSILVER INC,ZQKSQ,74838C106,2016/2/16,2
10005,2010/1/4,STANDARD REGISTER CO,SRCTQ,853887206,2015/12/21,2
28885,2010/1/4,POINT BLANK SOLUTIONS INC,PBSOQ,730529104,2015/11/24,2
266163,2010/1/4,DUNE ENERGY INC,DUNRQ,265338707,2015/10/1,2
118121,2010/1/4,CORINTHIAN COLLEGES INC,COCOQ,218868107,2015/9/23,2
178619,2010/1/4,BAXANO SURGICAL INC,BAXSQ,71773105,2015/8/13,2
146670,2010/1/4,HIPCRICKET INC,HIPPQ,433507100,2015/5/20,2
13634,2010/1/4,EXIDE TECHNOLOGIES,XIDEQ,302051206,2015/5/1,2
165710,2010/1/4,ECOTALITY INC,ECTYQ,27922Y202,2015/4/16,2
184241,2010/1/27,UNITEK GLOBAL SERVICES INC,UNTKQ,91324T302,2015/1/14,2
64304,2010/1/4,COLDWATER CREEK INC,CWTRQ,193068202,2014/10/1,2
6694,2010/1/4,FLORIDA GAMING CORP,FGMGQ,340689306,2014/8/7,2
178958,2010/1/4,GULFSTREAM INTL GROUP INC,GIGIQ,402738108,2014/6/19,2
175868,2010/1/4,BIOMODA INC,BMODQ,90627100,2014/4/15,2
105801,2010/1/4,CAPITOL BANCORP TRUST I,CBCCQ,14064B208,2014/2/6,2
141037,2010/1/4,GEOPHARMA INC,GORXQ,37250A106,2013/12/19,2
140063,2010/1/4,JESUP & LAMONT INC,JLIC,477046106,2013/10/28,2
138124,2010/1/4,GUILDMASTER INC,GLDUQ,40173B102,2013/10/14,2
31778,2010/1/4,AMERICANWEST BANCORP,AWBCQ,03058P109,2013/10/8,2
178593,2010/1/4,PARENT CO,KIDSQ,69945P107,2013/10/8,2
62520,2010/1/4,PFF BANCORP INC,PFFBQ,69331W104,2013/9/3,2
66660,2010/1/4,TOUSA INC,TOUSQ,872962105,2013/8/23,2
4918,2010/1/4,FROZEN FOOD EXPRESS INDS,FFEX,359360104,2013/8/20,2
141240,2010/1/4,KIT DIGITAL INC,KITDQ,482470200,2013/8/19,2
177334,2010/2/26,GAME TRADING TECHNOLOGIES,GMTDQ,364664201,2013/6/27,2
149062,2010/1/4,COPPER KING MINING CORP,CPRKQ,21750M109,2013/6/24,2
111961,2010/1/4,CENTRAL EUROPEAN DIST CORP,CEDCQ,153435102,2013/6/6,2
177745,2010/1/4,MF GLOBAL HOLDINGS LTD,MFGLQ,55277J108,2013/6/5,2
14787,2010/1/4,B&H OCEAN CARRIERS LTD,BHODQ,V10064109,2013/5/21,2
12708,2010/1/4,GEOKINETICS INC,GEOKQ,372910307,2013/5/10,2
147453,2010/1/4,PINNACLE AIRLINES CORP,PNCLQ,723443107,2013/5/2,2
28998,2010/1/4,LODGENET INTERACTIVE CORP,LNETQ,540211109,2013/4/1,2
25976,2010/1/4,VERSO TECHNOLOGIES INC,VRSOQ,925317208,2013/3/19,2
144010,2010/1/4,EDUCATION HOLDINGS 1 INC,REVUQ,28141C104,2013/3/15,2
14129,2010/1/4,FIRSTFED FINANCIAL CORP/CA,FFEDQ,337907109,2012/12/31,2
122062,2010/1/4,CDC CORP,CDCAQ,G2022L114,2012/12/20,2
4352,2010/1/4,ENERGY CONVERSION DEV,ENERQ,292659109,2012/9/4,2
66515,2010/1/4,CANO PETROLEUM INC,CFW,137801106,2012/8/3,2
160927,2010/1/4,POWER TECH CORPORATION INC,PWB.3,73932U103,2012/6/18,2
28471,2010/1/4,THORNBURG MORTGAGE INC,THMRQ,885218800,2012/5/1,2
163587,2010/1/4,TBS INTERNATIONAL PLC,TBSIQ,G8657Q104,2012/4/17,2
65148,2010/1/4,TRAILER BRIDGE INC,TRBRQ,892782103,2012/4/4,2
5301,2010/1/4,GREAT ATLANTIC & PAC TEA CO,GAPTQ,390064103,2012/3/15,2
175363,2010/1/4,EPIC ENERGY RESOURCES INC,EPCCQ,294251103,2012/3/7,2
9230,2010/1/4,RONSON CORP,RONCQ,776338204,2012/2/23,2
16405,2010/1/4,TELTRONICS INC,TELTQ,879698306,2012/2/22,2
62870,2010/1/4,TRICO MARINE SERVICES INC,TRMAQ,896106200,2012/2/1,2
63518,2010/1/4,R&G FINANCIAL CORP  -CL B,RGFCQ,749136107,2012/2/1,2
12828,2010/1/4,NUTRITION 21 INC,NXXIQ,67069V108,2012/1/17,2
61095,2010/1/4,PALM HARBOR HOMES INC,PHHMQ,696639103,2011/12/12,2
106288,2010/1/4,ENRON CAPITAL RESOURCES LP,ECSPQ,29357D208,2011/11/16,2
2033,2010/1/4,FAIRCHILD CORP  -CL A,FCHDQ,303698104,2011/11/1,2
17160,2010/1/4,CORUS BANKSHARES INC,CORSQ,220873103,2011/10/28,2
30559,2010/1/4,MOVIE GALLERY INC,MVGRQ,624581203,2011/10/28,2
63261,2010/1/4,LITEGLOW INDUSTRIES INC,LTGLQ,536769201,2011/10/19,2
8439,2010/1/4,PENN TRAFFIC CO,PTFCQ,707832309,2011/10/17,2
183281,2010/1/4,PRESTIGE TELECOM INC,PR.1,74112J108,2011/10/8,2
24831,2010/1/4,TECTONIC NETWORK INC,TNWKQ,878769108,2011/10/4,2
165744,2010/1/4,TRIPLE CROWN MEDIA INC,TCMIQ,89675K102,2011/10/4,2
145956,2010/1/4,TRANSMERIDIAN EXPL INC,TMYEQ,89376N108,2011/8/18,2
264507,2010/1/4,JACKSON HEWITT TAX SERVICE,JHTXQ,468202106,2011/8/17,2
147262,2010/1/4,MEDICAL STAFFNG NTWRK HLDGS,MSNWQ,58463F104,2011/7/26,2
61229,2010/1/4,MIDWEST BANC HOLDINGS INC,MBHIQ,598251106,2011/6/14,2
4049,2010/1/6,CONSTAR INTERNATIONAL INC,CNSTQ,21036U206,2011/6/1,2
28502,2010/1/4,ELECTROGLAS INC,EGLSQ,285324109,2011/5/24,2
179079,2010/1/4,GUARANTY FINANCIAL GROUP INC,GFGFQ,40108N106,2011/5/17,2
160492,2010/1/12,MPC CORP,MPCCQ,553166109,2011/5/17,2
63151,2010/1/4,HAEMACURE CORP,HAE.,404906109,2011/5/5,2
149297,2010/1/4,INSIGHT HEALTH SVCS HLDG CP,ISGTQ,45776K102,2011/3/23,2
114747,2010/1/4,PARTICLE DRILLING TECH INC,PDRT,70212G101,2011/3/21,2
163644,2010/1/4,GLOBAL ENERGY HOLDINGS GRP,GLNHQ,37991A100,2011/1/25,2
160790,2010/2/10,FRASER PAPERS INC,FRPPF,355521105,2010/10/22,2
28947,2010/1/4,NATIONAL R V HOLDINGS INC,NRVHQ,637277104,2010/8/30,2
